"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",6428
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Chrysler","Journey","Camiones ligeros","SUV's",15554
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",3037
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",908
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Fiat","Fiat 500-","Automóviles","Subcompactos",3616
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",7214
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Ford Motor","Fiesta NA 5 DR","Automóviles","Subcompactos",5967
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Ford Motor","Fusion","Automóviles","Compactos",26755
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Ford Motor","H - 215","Camiones ligeros","Pick Ups",145
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","Ford Motor","MKZ-","Automóviles","De Lujo",4032
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",3855
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Aveo-","Automóviles","Subcompactos",7303
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Captiva Sport","Camiones ligeros","SUV's",4837
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",319
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",8063
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",1629
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Silverado 2500 Cabina Regular-","Camiones ligeros","Pick Ups",393
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2013,"01","General Motors","Silverado 2500 Doble Cabina-","Camiones ligeros","Pick Ups",17652
