"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Chrysler","PT Cruiser","Automóviles","Compactos",7397
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",536
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",6124
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",4729
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","F 150","Camiones ligeros","Pick Ups",763
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","F 250","Camiones ligeros","Pick Ups",339
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","F 350","Camiones ligeros","Pick Ups",667
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","F 450","Camiones ligeros","Pick Ups",283
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","F 550","Camiones ligeros","Pick Ups",37
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","Fiesta Ikon","Automóviles","Subcompactos",1078
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","Focus ZX3","Automóviles","Compactos",2563
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Ford Motor","H - 215","Camiones ligeros","Pick Ups",1326
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",3676
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Aztek SUV","Camiones ligeros","SUV's",5
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",2780
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",1785
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Chevy 5 Ptas","Automóviles","Subcompactos",1904
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans",909
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",454
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","HHR 5 PTAS","Automóviles","Compactos",12
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Kodiak Chassis Cab Class 6 PBV23,900","Camiones ligeros","Pick Ups",46
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups",115
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Kodiak Chassis Cab Class 8 PBV36,000","Camiones ligeros","Pick Ups",19
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Rendezvous","Camiones ligeros","Minivans",5132
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",474
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups",364
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups",206
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Suburban SUV-","Camiones ligeros","SUV's",5533
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Sunfire GT 2 Ptas","Automóviles","Compactos",1597
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","General Motors","Sunfire 4 Ptas","Automóviles","Compactos",1213
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Honda","Accord 4PTS-","Automóviles","De Lujo",2030
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Chasis Largo","Camiones ligeros","Pick Ups",1943
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Estacas Largo","Camiones ligeros","Pick Ups",214
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Pickup Doble Cabina","Camiones ligeros","Pick Ups",571
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Pickup King Cab STD","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Pickup Largo","Camiones ligeros","Pick Ups",302
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Platina 4 PTS","Automóviles","Subcompactos",3813
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Sentra 4 PTS","Automóviles","Compactos",14060
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Tsubame","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Nissan","Tsuru 4 PTS","Automóviles","Subcompactos",4979
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Renault","Clio","Automóviles","Subcompactos",1369
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Renault","Scenic","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Volkswagen","Beetle","Automóviles","Compactos",2811
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Volkswagen","Beetle Cabrio","Automóviles","Compactos",3105
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Volkswagen","Bora","Automóviles","Compactos",4324
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"01","Volkswagen","Jetta 4 PTAS","Automóviles","Compactos",341
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Chrysler","PT Cruiser","Automóviles","Compactos",13476
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",10963
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",5369
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","F 150","Camiones ligeros","Pick Ups",933
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","F 250","Camiones ligeros","Pick Ups",260
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","F 350","Camiones ligeros","Pick Ups",677
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","F 450","Camiones ligeros","Pick Ups",245
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","F 550","Camiones ligeros","Pick Ups",113
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","Fiesta Ikon","Automóviles","Subcompactos",1036
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","Focus ZX3","Automóviles","Compactos",5285
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Ford Motor","H - 215","Camiones ligeros","Pick Ups",1247
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",6747
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Aztek SUV","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",2526
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",1622
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Chevy 5 Ptas","Automóviles","Subcompactos",1831
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans",1661
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",768
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","HHR 5 PTAS","Automóviles","Compactos",28
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Kodiak Chassis Cab Class 6 PBV23,900","Camiones ligeros","Pick Ups",52
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups",130
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Kodiak Chassis Cab Class 8 PBV36,000","Camiones ligeros","Pick Ups",110
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Rendezvous","Camiones ligeros","Minivans",4810
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",775
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups",610
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups",363
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Suburban SUV-","Camiones ligeros","SUV's",9664
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Sunfire GT 2 Ptas","Automóviles","Compactos",4272
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","General Motors","Sunfire 4 Ptas","Automóviles","Compactos",650
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Honda","Accord 4PTS-","Automóviles","De Lujo",2162
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Chasis Largo","Camiones ligeros","Pick Ups",1775
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Estacas Largo","Camiones ligeros","Pick Ups",201
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Pickup Doble Cabina","Camiones ligeros","Pick Ups",895
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Pickup King Cab STD","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Pickup Largo","Camiones ligeros","Pick Ups",393
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Platina 4 PTS","Automóviles","Subcompactos",5690
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Sentra 4 PTS","Automóviles","Compactos",16120
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Tsubame","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2005,"02","Nissan","Tsuru 4 PTS","Automóviles","Subcompactos",8041
