"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Chrysler","Journey","Camiones ligeros","SUV's",1887
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Chrysler","PT Cruiser","Automóviles","Compactos",763
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",360
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",2334
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Chrysler","RAM 3500","Camiones ligeros","Pick Ups",1505
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",121
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Ford Motor","Fusion","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Ford Motor","H - 215","Camiones ligeros","Pick Ups",361
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Ford Motor","LCF","Camiones ligeros","Pick Ups",2
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Ford Motor","Milan-","Automóviles","De Lujo",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Ford Motor","MKZ-","Automóviles","De Lujo",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",1946
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Aveo-","Automóviles","Subcompactos",2693
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Captiva Sport","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Chevy 5 Ptas","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",51
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",4692
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","G3 4 PTAS-","Automóviles","Subcompactos",429
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","G3 5 PTAS-","Automóviles","Subcompactos",245
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","HHR 5 PTAS","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",7
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Silverado 2500 Cabina Regular-","Camiones ligeros","Pick Ups",897
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Silverado 2500 Doble Cabina-","Camiones ligeros","Pick Ups",8079
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Silverado 3500 Chassis Cab","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","Silverado 3500 HD Chassis Cab Heavy Duty","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","General Motors","VUE","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Honda","Accord 4PTS-","Automóviles","De Lujo",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Honda","CR-V-","Camiones ligeros","SUV's",4180
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Chasis Largo","Camiones ligeros","Pick Ups",770
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Chasis Largo Diesel","Camiones ligeros","Pick Ups",355
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Estacas Largo","Camiones ligeros","Pick Ups",44
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Estacas Largo Diesel","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Pickup Doble Cabina","Camiones ligeros","Pick Ups",245
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Pickup King Cab STD","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Pickup Largo","Camiones ligeros","Pick Ups",200
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Pickup Largo Diesel","Camiones ligeros","Pick Ups",69
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Platina 4 PTS","Automóviles","Subcompactos",208
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Sentra","Automóviles","Compactos",7375
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Sentra SE R","Automóviles","Compactos",14
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Sentra 4 PTS","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2009,"01","Nissan","Tiida Sedan","Automóviles","Compactos",5954
