"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",6970
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","Journey","Camiones ligeros","SUV's",8330
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","PT Cruiser","Automóviles","Compactos",1453
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",141
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",1522
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","RAM 3500","Camiones ligeros","Pick Ups",273
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",2181
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Ford Motor","Fusion","Automóviles","Compactos",20115
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Ford Motor","H - 215","Camiones ligeros","Pick Ups",409
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Ford Motor","Milan-","Automóviles","De Lujo",3452
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","Ford Motor","MKZ-","Automóviles","De Lujo",2850
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",1560
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Aveo-","Automóviles","Subcompactos",4532
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Captiva Sport","Camiones ligeros","SUV's",2597
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",1732
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",2201
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Chevy 5 Ptas","Automóviles","Subcompactos",966
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",180
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",6742
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","HHR 5 PTAS","Automóviles","Compactos",5429
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2010,"01","General Motors","Silverado 1500 Cabina Regular-","Camiones ligeros","Pick Ups",1033
