"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",11762
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Chrysler","Journey","Camiones ligeros","SUV's",16544
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Chrysler","Promaster","Camiones ligeros","SUV's",1947
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",40
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",3241
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",2932
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Fiat","Fiat 500-","Automóviles","Subcompactos",3712
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",3760
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Ford Motor","Fiesta NA 5 DR","Automóviles","Subcompactos",3511
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Ford Motor","Fusion","Automóviles","Compactos",19185
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Ford Motor","H - 215","Camiones ligeros","Pick Ups",141
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","Ford Motor","MKZ-","Automóviles","De Lujo",4118
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2014,"01","General Motors","Aveo-","Automóviles","Subcompactos",6869
