"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","UNI_VEH"
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",10150
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","BMW Group","Serie 3","Automóviles","De Lujo",4527
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",13095
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",13872
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","Journey","Camiones ligeros","SUV's",3814
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","Promaster","Camiones ligeros","SUV's",5919
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",1022
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",771
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",1258
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Chrysler","RAM 4000 Diesel","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Fiat","Fiat 500-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Ford Motor","Fusion","Automóviles","Compactos",18442
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Ford Motor","Fusion Hibrido","Automóviles","Compactos",3824
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Ford Motor","MKZ-","Automóviles","De Lujo",1662
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","Ford Motor","MKZ Hibrido-","Automóviles","De Lujo",396
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Avalanche UUV","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Aveo-","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Blazer","Camiones ligeros","SUV's",8826
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Captiva Sport","Camiones ligeros","SUV's",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Chevy 3 Ptas","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Chevy 4 PTAS","Automóviles","Subcompactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Cheyenne  Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Cheyenne Cabina Regular","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Cruze 4 PTAS-","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Cruze 5 Ptas","Automóviles","Compactos",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Equinox SUV-","Camiones ligeros","SUV's",12891
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Escalade ESV SUV AWD","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Escalade EXT UUV 4X4","Camiones ligeros","Minivans",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","GMC Sierra Doble Cabina","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Kodiak Chassis Cab Class 7 PBV33,000","Camiones ligeros","Pick Ups",0
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Onix","Automóviles","Compactos",6779
"Registro administrativo de la industria automotriz de vehículos ligeros. Producción de vehículos ","Nacional",2020,"01","General Motors","Sierra Cabina Regular","Camiones ligeros","Pick Ups",1051
