PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,001,1136,1386,52668,34,690,104,997,968,33919,37,12,2645,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,002,2,45,233,1,7,2,2,27,679,0,0,46,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,003,4,81,887,0,23,4,11,42,2333,0,0,98,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,004,1,22,129,0,1,0,4,18,298,0,0,12,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,005,4,39,549,0,38,2,3,30,1076,0,0,63,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,006,8,69,697,0,15,2,14,31,898,0,0,73,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,007,3,45,554,0,12,1,8,33,1017,0,0,79,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,008,2,31,92,0,0,0,3,20,167,0,0,14,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,01,009,0,40,132,0,2,1,6,22,375,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,02,001,96,337,71566,0,301,0,77,505,25244,7,0,295,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,02,002,983,1034,139705,46,680,86,196,1030,58293,31,0,3170,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1990,02,003,42,116,33438,0,39,0,28,205,5958,0,0,126,Cifras Definitivas.
