PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,001,1312,4337,196474,7,1404,383,1081,1117,80101,212,1,10319,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,002,5,20,2048,0,1,10,24,15,3314,6,0,39,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,003,8,134,5539,0,0,3,26,5,10179,0,0,139,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,004,3,14,842,0,0,4,15,0,1301,0,0,21,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,005,13,58,10099,0,46,60,36,11,8252,11,0,423,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,006,10,75,4849,0,4,14,30,20,3667,6,0,144,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,007,10,69,4685,0,3,32,17,12,5373,9,0,149,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,008,6,18,581,0,0,2,8,3,1234,0,0,9,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,009,4,32,1179,0,0,1,16,0,2255,0,0,34,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,010,9,9,1275,0,0,0,17,0,2379,0,0,17,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,01,011,10,20,3993,0,0,15,39,6,3493,4,0,120,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,02,001,0,669,122905,0,1194,1547,0,0,49278,0,0,684,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,02,002,0,2039,357712,0,475,1744,0,930,107452,0,0,2408,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,02,003,0,144,33995,0,66,269,0,0,15538,0,0,367,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,02,004,0,9053,455967,0,3236,2549,0,190,144456,0,0,4676,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,02,005,0,1295,27889,0,206,92,0,0,12764,0,0,246,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,03,001,0,140,34440,0,143,96,40,1293,28215,5,0,37,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,03,002,49,128,7083,10,0,14,45,90,4623,0,0,24,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,03,003,0,1057,121526,0,362,670,0,1088,42311,0,0,2499,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,03,008,219,2243,89252,120,355,79,196,618,53054,5,680,1641,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,03,009,0,115,3791,37,7,2,9,84,3256,6,6,33,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,04,001,0,69,2999,0,7,14,13,14,1336,6,979,601,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2007,04,002,435,906,42179,22,675,207,1179,438,15355,82,1709,10326,Cifras Definitivas.
