PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,001,1250,1524,57935,37,758,115,1096,1065,37310,38,12,2776,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,002,2,49,256,1,8,2,2,30,747,0,0,48,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,003,4,89,976,0,25,4,12,46,2566,0,0,103,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,004,1,25,142,0,2,0,4,20,328,0,0,13,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,005,4,43,604,0,42,2,3,33,1184,0,0,66,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,006,9,76,767,0,16,2,16,34,988,0,0,77,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,007,3,49,609,0,13,1,9,36,1119,0,0,83,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,008,2,34,101,0,0,0,3,22,184,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,01,009,1,44,145,0,2,1,7,24,412,0,0,16,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,02,001,106,371,78723,0,331,0,85,555,27768,8,0,310,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,02,002,1081,1137,153675,50,748,94,215,1133,64123,32,0,3328,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,02,003,46,128,36782,0,43,0,31,226,6554,0,0,133,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,02,004,689,4824,163456,13,1207,63,303,1696,44280,48,0,2383,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,03,001,93,372,7517,11,38,4,193,391,9121,0,0,123,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,03,002,20,219,2258,5,33,0,19,87,3577,0,0,59,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1991,03,003,473,752,29484,15,183,35,900,473,13794,23,51,660,Cifras Definitivas.
