PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,001,1128,2522,87988,20,964,358,927,276,39892,138,0,6895,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,002,4,8,594,0,15,2,10,0,1606,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,003,6,58,2403,0,47,4,19,0,5242,2,0,68,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,004,4,6,331,0,4,1,6,0,730,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,005,6,26,2432,0,72,31,15,7,3104,1,0,162,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,006,9,37,1729,0,44,7,12,4,1838,0,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,007,11,39,1761,0,18,12,21,1,2391,0,0,28,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,008,3,13,197,0,24,2,8,1,444,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,009,5,15,346,0,8,0,6,0,997,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,010,7,2,419,0,3,0,8,0,1028,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,01,011,9,9,857,0,9,12,14,2,1007,0,0,29,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,02,001,0,270,62783,0,262,343,0,0,33011,0,0,348,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,02,002,0,1105,154853,0,798,325,0,0,88222,0,0,771,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,02,003,0,66,18859,0,27,34,0,0,4282,0,0,117,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,02,004,0,6196,197004,0,1202,1022,0,0,71425,0,0,1358,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,02,005,0,40,8345,0,10,17,0,135,2138,0,0,322,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,03,001,0,0,15868,0,0,20,0,0,11394,0,0,19,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,03,002,47,94,11522,11,4,9,0,73,10676,2,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,03,003,0,943,50879,0,77,97,0,422,24628,0,0,295,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,03,008,174,1846,19251,48,154,42,55,376,11982,3,395,165,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,03,009,18,257,1745,0,0,0,7,84,1856,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,001,6,43,1018,0,2,2,24,15,484,0,0,106,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,002,595,166,14908,64,159,39,1527,203,6307,0,0,1499,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,003,135,368,8659,11,20,33,422,79,3438,0,0,2138,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,004,18,42,1323,0,24,0,39,0,1578,0,0,104,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,005,12,16,348,2,3,0,19,0,275,0,0,30,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,006,11,7,320,0,0,0,31,0,502,0,0,13,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,007,2,7,125,0,0,0,3,12,141,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,008,6,2,99,1,0,0,4,0,161,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,009,19,18,882,2,15,2,83,44,1373,0,0,102,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,010,0,19,71,0,1,0,10,0,289,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,04,011,0,33,515,0,7,0,4,20,777,0,0,14,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,001,0,0,111,0,0,0,0,0,156,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,002,11,168,11558,0,181,549,0,1,4606,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,003,0,28,1811,0,36,0,0,16,1681,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,004,0,3,981,0,40,0,0,1,1451,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,005,0,0,335,0,0,0,0,0,260,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,006,0,12,1182,0,0,0,0,14,1358,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,007,0,10,684,0,10,0,0,4,1047,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,008,0,0,108,0,1,0,0,0,193,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,009,0,4,1620,0,0,2,0,0,2098,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1998,05,010,0,49,4665,0,188,0,0,40,2863,0,0,7,Cifras Definitivas.
