PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,001,1040,5444,236880,0,1439,365,787,1106,89927,47,4,19171,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,002,4,27,2817,1,1,10,22,16,3874,2,0,292,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,003,4,172,7225,0,1,2,14,4,10725,2,0,212,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,004,3,16,1179,0,0,3,10,0,1504,0,0,169,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,005,11,100,13992,0,39,51,47,13,9463,10,0,1175,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,006,6,107,6089,0,5,13,21,21,4176,5,0,721,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,007,10,77,5844,0,3,30,23,13,5952,3,0,1170,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,008,5,23,741,0,0,2,5,3,1409,0,0,40,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,009,4,35,1496,0,0,0,20,0,2484,0,0,144,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,010,10,20,1596,0,0,0,21,0,2517,0,0,97,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,01,011,7,32,5187,0,0,17,37,6,4006,2,0,315,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,02,001,0,145,87342,0,435,534,0,217,34297,0,0,648,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,02,002,0,172,254428,0,881,369,0,472,70222,0,0,2863,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,02,003,0,29,28029,0,50,156,0,61,11695,0,0,379,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,02,004,0,1349,369455,0,1508,458,0,1402,109715,0,0,5826,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,02,005,0,297,23436,0,63,37,0,46,9806,0,0,291,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,03,001,3,979,38929,0,150,126,41,1543,31493,6,0,56,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,03,002,80,153,14027,37,2,64,90,143,12177,2,0,68,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,03,003,0,1710,148742,0,554,947,0,1359,52577,0,0,3341,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,03,008,234,4057,51911,18,262,2043,432,1067,22679,23,37,1868,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,03,009,6,180,5514,0,16,5,0,164,3765,0,0,50,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,001,0,72,3594,0,9,4,13,7,1499,10,1553,1755,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,002,371,915,46873,17,328,192,960,324,17073,162,23,23401,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,003,9,1286,42125,0,153,58,17,355,13834,1,1941,10349,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,004,14,171,5457,1,21,27,91,35,5382,5,1129,4255,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,005,3,44,1658,1,0,1,23,1,947,4,23,801,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,006,11,21,1662,0,0,7,31,0,2074,1,0,922,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,007,2,22,556,0,0,2,10,15,376,0,0,341,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,008,1,9,483,0,0,1,18,1,408,0,0,251,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,009,7,145,3919,1,17,10,32,54,4609,1,1,3452,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,010,9,103,717,0,0,0,35,5,625,1,0,495,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,04,011,5,111,1928,0,3,17,11,20,2844,4,3,1132,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,05,001,1,0,126,0,0,4,1,0,156,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,05,002,0,388,14602,0,434,960,14,403,6051,0,0,62,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,05,003,0,35,2815,0,4,284,0,19,2387,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,05,004,0,52,1711,0,44,431,6,18,3128,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,05,005,1,0,53,0,2,0,0,0,242,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2012,05,006,1,24,2423,0,71,139,5,7,2584,0,0,18,Cifras Definitivas.
