PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,001,466,4251,307832,9,2478,730,633,3545,99824,234,1,54280,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,002,1,36,5504,0,5,18,3,21,5068,4,0,3681,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,003,2,157,11110,0,9,11,16,21,12212,10,0,1711,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,004,1,16,2279,0,0,4,6,0,1708,0,0,1031,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,005,22,205,32039,0,80,96,38,192,14334,23,0,6672,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,006,2,168,9176,0,4,16,8,26,5080,3,0,1793,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,007,4,108,9049,0,1,37,5,13,6498,1,0,5777,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,008,3,51,1475,0,0,1,2,3,1748,0,0,483,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,009,0,41,3025,0,0,4,9,1,2818,0,0,1082,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,010,2,39,3396,0,0,7,4,1,3169,0,0,1505,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,01,011,16,83,11136,0,7,14,19,541,5299,2,0,2375,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,02,001,0,2115,156704,0,2777,1276,0,444,57416,0,0,1967,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,02,002,0,6554,435711,0,1766,807,0,647,119058,0,0,7471,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,02,003,0,430,44502,0,304,199,0,113,17474,0,0,707,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,02,004,0,16383,657804,0,10486,1101,0,719,175179,0,0,19225,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,02,005,0,4073,39703,0,400,63,0,115,14558,0,0,900,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,03,001,3,1010,45931,2,152,137,41,1567,34796,14,0,174,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,03,002,83,190,21936,49,6,127,0,152,15530,4,0,134,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,03,003,112,4480,172733,45,595,807,68,1286,55946,13,0,5748,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,03,008,261,6527,99747,13,421,3599,459,1394,36093,24,70,5945,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,03,009,6,285,6458,1,14,15,0,191,4191,0,10,85,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2019,04,001,2,67,5054,0,0,16,11,7,1783,4,9,7969,Cifras Definitivas.
