PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,001,1205,3118,133059,19,820,433,1086,327,60157,192,1,8668,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,002,3,17,1099,0,1,8,15,3,2610,6,0,29,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,003,3,86,3481,0,0,3,24,2,8669,2,0,93,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,004,7,9,565,0,0,4,14,0,1102,0,0,16,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,005,12,40,6110,0,48,73,34,10,6401,13,0,277,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,006,10,50,3038,0,4,19,20,22,3089,0,0,96,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,007,12,49,2954,0,3,19,22,10,4224,3,0,70,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,008,6,19,371,0,0,2,6,3,948,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,009,4,28,729,0,0,1,19,0,1744,0,0,27,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,010,10,7,776,0,0,1,9,1,2010,0,0,13,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,01,011,10,12,2415,0,0,13,30,5,2700,0,0,78,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,02,001,0,0,104924,0,0,832,0,0,45611,0,0,503,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,02,002,0,983,336806,0,928,1155,0,1044,111874,0,0,1140,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,02,003,0,65,29991,0,74,15,0,92,15470,0,0,237,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,02,004,0,5833,375602,0,2464,2035,0,1280,135081,0,0,2862,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2003,02,005,0,622,20955,0,45,2,0,126,10838,0,0,154,Cifras Definitivas.
