PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,001,644,500,27621,32,266,37,84,352,17261,14,0,4236,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,002,8,9,208,0,0,0,5,0,268,0,0,175,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,003,4,57,596,0,72,0,4,20,780,10,0,102,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,004,1,5,52,0,0,0,4,0,152,0,0,49,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,005,4,9,102,2,3,10,6,0,155,0,0,117,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,006,46,25,79,1,0,0,50,0,100,14,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,007,5,12,142,0,6,0,2,0,125,0,0,42,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,008,0,12,32,0,6,0,3,0,35,0,0,9,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,01,009,2,32,23,0,4,0,3,0,104,0,0,50,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,02,001,54,125,56269,0,104,0,212,322,12711,0,0,160,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,02,002,725,354,76379,0,294,0,0,345,39766,0,0,1500,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,02,003,7,38,33053,0,9,0,38,87,4205,0,0,26,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,02,004,128,723,92278,0,450,0,313,695,25218,0,0,550,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,03,001,7,101,4437,12,54,0,23,7,6100,0,0,80,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,03,002,14,110,1616,0,21,0,5,34,1386,0,0,20,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,03,003,516,577,15872,14,37,14,647,303,9931,15,0,274,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,001,3,42,204,0,2,0,0,17,95,0,1,57,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,002,103,182,6633,0,48,25,95,123,3900,0,0,1271,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,003,30,228,2912,1,80,15,14,200,1787,2,25,1872,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,004,4,12,395,0,52,0,0,0,490,0,0,55,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,005,25,0,119,0,0,0,27,0,58,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,006,0,2,121,0,0,0,0,0,217,0,0,29,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,007,0,9,24,0,70,2,0,14,20,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,04,008,0,0,22,0,0,0,0,0,25,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,05,002,21,63,5126,4,12,2,24,77,1046,0,0,72,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,05,003,0,27,1366,0,0,0,0,0,322,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,05,010,1,93,3411,0,0,0,0,45,1787,0,0,160,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1980,05,017,50,39,1657,0,0,0,0,37,1936,0,0,23,Cifras Definitivas.
