PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,001,1133,1037,37620,33,583,98,997,607,23270,34,0,2394,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,002,2,26,147,1,0,2,2,0,431,0,0,51,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,003,4,50,478,0,0,1,12,1,1231,0,0,48,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,004,1,12,109,0,0,0,4,0,176,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,005,3,15,308,0,34,1,3,0,621,0,0,84,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,006,14,45,523,0,2,1,23,0,514,0,0,32,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,007,3,30,386,0,0,2,7,0,637,0,0,41,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,008,2,28,83,0,0,0,3,0,108,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,01,009,0,37,67,0,0,1,7,0,238,0,0,14,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,02,001,54,190,64224,0,142,0,36,368,21294,7,0,185,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,02,002,750,780,129683,35,420,0,80,858,54360,22,0,1835,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,02,003,11,67,35713,0,15,0,0,111,4124,0,0,44,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,02,004,315,2610,134832,0,700,0,127,890,33433,35,0,837,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,03,001,59,258,5626,8,27,0,153,201,6903,0,0,80,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,03,002,22,141,2034,0,21,0,10,59,3279,0,0,36,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,03,003,409,305,23458,0,129,26,899,204,9215,21,47,464,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,03,008,67,242,3399,6,20,0,67,63,3052,0,0,44,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,001,36,51,484,14,17,4,23,24,244,2,0,111,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,002,208,293,13092,0,97,57,107,192,9365,0,0,2451,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,003,0,632,6632,0,49,0,0,329,5372,0,0,3612,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,004,25,30,2350,3,138,3,16,0,3621,0,0,189,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,005,29,19,183,2,3,0,27,17,125,8,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,006,14,13,201,0,2,0,42,95,254,0,0,40,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,007,11,32,140,13,93,24,5,38,381,0,0,16,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,04,008,0,2,51,0,2,0,3,0,66,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,05,002,37,121,6945,0,28,0,0,111,3414,0,0,71,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,05,003,6,51,1216,0,6,0,2,0,988,0,0,9,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,05,010,5,79,4695,0,0,0,6,60,2932,0,0,253,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1987,05,017,64,72,1069,0,7,0,0,17,2006,0,0,49,Cifras Definitivas.
