PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,001,1220,1800,57260,41,686,175,877,852,34220,39,12,1085,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,002,2,44,320,0,7,0,2,31,1162,0,0,39,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,003,2,72,1038,0,23,2,12,36,3645,0,0,54,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,004,1,16,158,0,1,0,4,21,516,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,005,4,15,821,0,42,9,3,25,1759,0,0,46,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,006,5,55,881,0,16,3,17,30,1246,0,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,007,4,33,783,0,8,2,5,36,1589,0,0,54,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,008,2,19,92,0,6,0,0,16,321,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,009,1,32,181,0,0,1,6,24,723,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,010,0,0,41,0,0,0,0,1,76,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,01,011,0,0,48,0,0,0,0,0,114,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,02,001,105,360,77774,0,303,0,86,560,28305,10,0,313,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,02,002,1038,1150,151300,43,687,80,214,1130,63995,35,0,3346,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,02,003,42,118,33972,0,40,0,28,211,6129,0,0,130,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,02,004,658,4634,157050,12,1077,50,270,1652,43148,45,0,2342,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,03,001,75,380,4170,17,110,1,64,123,3887,0,0,97,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,03,002,94,378,7625,27,96,10,196,398,9287,0,0,124,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,03,003,20,222,2291,13,82,1,19,88,3642,0,0,60,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,03,008,481,762,29913,38,459,86,917,482,14043,23,52,745,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,001,10,51,540,1,33,4,21,32,308,8,0,207,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,002,208,382,21886,0,281,84,107,335,12280,0,0,4752,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,003,0,1411,19513,0,95,42,0,466,12904,0,0,20178,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,004,30,50,2140,0,87,5,17,45,2699,0,0,138,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,005,12,34,248,4,4,0,23,43,458,0,0,52,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,006,20,38,250,0,11,0,20,95,430,0,0,42,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,007,10,38,176,5,90,13,6,35,317,0,0,20,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,008,0,17,83,0,10,0,9,21,130,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,04,009,0,0,1760,0,17,0,0,0,2768,0,0,222,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,001,0,0,888,0,0,0,0,1,435,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,002,0,1,2707,0,178,0,0,7,13286,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,003,0,41,3672,0,5,1,0,58,1961,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,004,0,40,10447,0,49,0,0,6,6019,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,005,0,0,825,0,0,0,0,0,361,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,006,0,15,3297,0,10,0,0,30,1230,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,007,0,10,1640,0,0,0,0,27,871,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,009,0,42,4923,0,16,0,0,78,3711,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,010,0,68,9726,0,227,4,0,70,3758,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,011,0,0,1630,0,0,0,0,1,1275,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,014,0,0,383,0,0,0,0,0,1434,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,017,0,82,6652,0,7,5,0,242,4420,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,018,0,225,34744,0,602,4,0,239,12186,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,019,0,11,1729,0,0,0,0,0,1568,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,020,0,111,9283,0,48,0,0,309,4757,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,021,0,2,1252,0,0,0,0,0,338,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,022,0,23,2627,0,4,21,0,21,1427,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,023,0,2,1216,0,1,0,0,1,401,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,024,0,48,3157,0,12,0,0,31,1450,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,025,0,2,8128,0,120,18,0,24,30020,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,027,0,43,8499,0,33,22,0,23,3149,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1993,05,028,0,55,9884,0,23,30,0,61,5035,0,0,0,Cifras Definitivas.
