PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,001,1190,2621,90830,19,1010,341,1046,268,40188,163,0,7223,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,002,4,11,611,0,18,3,11,0,1582,0,0,14,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,003,4,74,2515,0,46,5,16,0,5293,2,0,75,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,004,8,8,360,0,4,1,14,0,741,0,0,12,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,005,8,27,2664,0,79,34,23,6,3300,2,0,171,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,006,7,40,1844,0,49,8,13,4,1863,0,0,40,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,007,17,42,1833,0,19,13,24,1,2425,0,0,34,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,008,4,10,200,0,25,1,8,1,462,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,009,6,14,363,0,8,0,13,0,1000,0,0,9,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,010,11,3,441,0,5,0,8,0,1079,0,0,12,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,01,011,10,9,973,0,10,11,17,2,1040,0,0,31,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,02,001,0,267,75602,0,314,236,0,0,33465,0,0,372,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,02,002,0,1102,168871,0,863,310,0,0,97058,0,0,793,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,02,003,0,66,21889,0,27,34,0,0,4470,0,0,122,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,02,004,0,6196,216253,0,1255,1059,0,0,73210,0,0,1388,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,02,005,0,38,9714,0,25,17,0,135,2885,0,0,326,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,03,001,0,0,11382,0,0,35,0,0,11669,0,0,20,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,03,002,50,94,12120,11,5,9,0,73,10712,2,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,03,003,0,1002,49876,0,77,97,0,419,24068,0,0,471,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,03,008,222,1846,21029,48,154,54,108,376,13255,3,558,228,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,03,009,18,306,2079,0,0,2,7,93,2083,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,001,8,46,1248,0,4,3,26,8,588,0,0,119,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,002,741,318,18486,74,250,83,1742,226,7376,22,0,2017,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,003,147,515,12899,14,72,38,480,101,4865,0,0,2060,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,004,28,59,1673,0,26,6,51,0,2014,0,0,129,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,005,12,23,424,1,5,0,19,0,337,0,0,37,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,006,18,9,499,0,2,4,38,0,702,0,0,14,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,007,2,5,151,0,0,0,4,11,150,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,008,6,3,123,1,0,0,3,0,188,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,009,20,38,1152,2,19,6,108,44,1663,0,0,95,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,010,7,33,134,0,1,1,24,0,350,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,04,011,0,33,433,0,7,1,15,20,835,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,001,0,0,113,0,0,0,0,0,152,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,002,11,168,13076,0,181,552,0,1,5481,0,0,21,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,003,0,28,1760,0,36,0,0,16,1666,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,004,0,3,1019,0,40,0,0,1,1495,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,005,0,0,330,0,0,0,0,0,261,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,006,0,12,1191,0,0,0,0,14,1377,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,007,0,10,696,0,10,0,0,4,1049,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,008,1,0,112,0,1,0,0,0,201,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,009,0,4,1610,0,0,0,0,0,2069,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,010,0,49,4668,0,188,0,0,40,2902,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,011,0,0,570,0,0,0,0,0,714,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,012,0,0,110,0,0,2,0,0,185,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,013,0,0,47,0,0,0,0,0,155,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,014,0,0,502,0,3,9,0,0,759,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,015,0,0,48,0,0,0,0,0,172,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,016,0,0,162,0,0,0,0,0,143,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,017,3,14,2174,0,9,4,0,4,2930,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,018,3,173,21831,0,53,1,0,159,12523,0,0,103,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,019,0,14,521,0,1,0,0,0,835,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,020,0,97,4172,0,31,10,0,73,4446,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,021,0,0,346,0,9,0,0,0,262,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,022,0,22,1588,0,6,6,0,12,1399,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,023,1,1,167,0,0,0,0,1,527,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,024,1,30,2360,0,3,0,12,17,1682,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,025,0,26,26903,0,52,257,0,3,10862,0,0,99,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,026,0,0,120,0,0,0,0,2,320,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,027,0,15,4478,0,20,13,0,1,2355,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,028,3,58,4852,0,35,0,0,71,4098,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,029,0,0,180,0,0,0,0,0,165,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,030,977,1463,63982,10,1130,46,1150,109,29551,0,0,402,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,031,0,17,1522,0,7,0,0,3,1223,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,032,0,48,4515,4,16,1,0,14,3205,0,0,14,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,033,3,9,2647,0,8,7,0,3,3436,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,034,0,0,33,0,0,0,0,0,242,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,035,4,90,54490,0,197,55,0,250,24522,0,0,539,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,036,0,1,169,0,1,0,0,0,412,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,037,0,0,323,0,0,0,0,0,615,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,05,038,0,10,1058,0,3,1,0,0,1280,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,001,1,49,901,0,16,3,0,43,1841,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,002,444,258,15471,11,286,41,466,121,10239,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,003,0,7,497,0,12,3,0,4,985,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,004,0,8,487,0,5,1,0,8,927,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,005,0,31,856,0,7,4,0,7,1790,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,006,0,9,67,0,0,0,0,1,325,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,007,1,97,6013,0,201,23,1,80,4837,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,008,4,3,146,0,2,0,1,15,308,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,009,0,44,3139,0,70,10,0,52,5629,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,06,010,0,92,3716,0,42,6,4,60,2386,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,003,5,134,1004,0,49,12,0,56,2339,0,0,68,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,009,0,68,1558,1,12,6,0,56,1471,0,0,66,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,017,0,99,2300,0,31,16,0,93,2590,0,0,69,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,019,0,174,6238,1,142,22,0,296,6370,0,0,96,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,020,0,12,806,0,4,0,0,91,2055,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,021,0,68,527,0,35,8,0,109,858,0,0,23,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,027,1,70,3451,12,21,2,2,151,3029,0,0,85,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,034,0,21,1008,0,25,5,0,333,1983,0,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,040,0,74,1902,0,48,2,0,69,2385,0,0,121,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,057,0,28,758,0,18,0,0,96,1772,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,059,0,95,1206,0,24,3,0,104,1623,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,061,0,18,2217,0,41,9,0,84,2171,0,0,60,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,065,0,166,1452,0,34,21,0,86,2205,0,0,73,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,068,0,112,1508,0,26,6,0,106,1016,0,0,48,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,074,0,125,1967,10,55,5,17,50,1467,0,0,50,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,078,0,512,9077,0,299,27,2,442,6344,0,0,143,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,081,0,39,761,0,23,1,0,136,1299,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,089,0,918,16285,0,423,68,0,244,12882,3,0,855,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,097,0,186,2434,0,45,4,1,107,3197,0,0,52,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,101,1496,1985,41037,58,1178,73,1883,552,20816,4,0,1782,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,106,0,10,1782,0,85,4,0,85,3346,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,108,0,111,3193,0,53,24,1,114,4737,0,0,55,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,07,109,0,48,817,0,4,4,0,196,1495,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,001,0,9,728,0,1,0,0,27,2094,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,002,2,13,1220,0,0,1,0,21,2094,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,003,1,11,339,0,1,0,0,1,811,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,004,0,3,569,0,0,4,0,0,407,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,005,0,7,3148,0,1,6,0,11,3787,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,006,0,0,336,0,0,1,0,6,981,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,007,0,1,198,0,0,0,0,5,1461,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,008,0,0,9,0,0,0,0,0,120,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,009,0,27,898,0,17,2,0,48,2316,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,010,0,4,794,0,0,0,0,5,2136,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,011,16,42,3768,0,25,8,0,56,4822,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,012,0,0,87,0,0,0,0,13,693,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,013,0,3,547,0,0,9,0,7,1607,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,014,0,0,79,0,2,0,0,4,403,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1999,08,015,2,0,55,0,0,0,0,0,397,0,0,0,Cifras Definitivas.
