PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,001,1406,4542,205694,5,1409,376,1182,1117,84119,284,1,11266,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,002,5,22,2398,0,1,11,30,16,3608,6,0,55,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,003,8,135,6381,0,1,3,27,4,10581,0,0,139,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,004,3,15,982,0,0,4,15,0,1371,0,0,24,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,005,13,65,11146,0,49,58,43,13,8755,11,0,486,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,006,14,86,5291,0,4,13,37,20,3897,11,0,445,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,007,12,70,5071,0,3,35,23,12,5665,13,0,448,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,008,6,17,652,0,0,2,8,3,1320,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,009,4,31,1338,0,0,1,16,0,2371,0,0,39,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,010,9,10,1449,0,0,0,17,0,2509,0,0,19,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,01,011,11,23,4378,0,0,15,45,6,3700,4,0,136,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,02,001,0,668,128174,0,1212,1562,0,0,51715,0,0,829,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,02,002,0,2043,373381,0,497,1723,0,926,112554,0,0,3108,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,02,003,0,142,35372,0,66,271,0,0,16302,0,0,382,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,02,004,0,9146,487577,0,4218,2564,0,201,158164,0,0,5436,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,02,005,0,1282,29126,0,251,92,0,0,13285,0,0,270,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,03,001,0,392,36004,0,144,101,40,1431,29099,5,0,37,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,03,002,66,147,8622,27,0,22,67,111,5591,1,0,41,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,03,003,0,1221,129558,0,402,697,0,1180,45943,0,0,2779,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2008,03,008,219,2243,98585,123,355,90,196,618,57462,9,680,2507,Cifras Definitivas.
