PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,001,1540,2272,70898,41,696,139,1020,991,37187,125,38,4103,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,002,2,56,381,0,4,0,2,37,1497,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,003,2,91,1610,0,23,11,14,42,4819,0,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,004,1,20,218,0,2,0,5,24,658,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,005,5,19,1299,0,43,21,3,29,2343,0,0,59,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,006,6,69,1255,0,16,9,20,35,1676,0,0,36,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,007,5,42,1266,0,8,0,6,42,2097,0,0,19,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,008,3,24,129,0,6,4,0,19,383,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,009,3,40,224,0,1,2,7,27,916,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,010,0,0,197,0,2,0,0,1,675,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,01,011,0,0,316,0,0,10,0,0,533,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,02,001,106,361,78078,0,306,0,87,565,28570,10,0,329,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,02,002,1042,1155,151891,44,694,81,216,1141,64594,37,0,3513,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,02,003,41,119,34105,0,40,0,28,213,6186,0,0,136,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,02,004,661,4652,157664,12,1087,50,273,1667,43552,47,0,2460,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,03,001,77,388,4257,17,111,1,65,125,3953,0,0,106,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,03,002,96,386,7785,27,97,10,199,405,9446,0,0,135,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,03,003,20,227,2339,13,83,1,20,90,3704,0,0,65,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,03,008,491,778,30541,39,463,87,932,490,14283,25,57,812,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,001,10,50,637,1,33,5,10,14,317,2,0,222,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,002,208,382,21863,0,110,73,107,335,12079,0,0,5084,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,003,0,1421,20781,0,96,43,0,488,13307,0,0,22740,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,004,0,50,2277,0,87,36,17,45,2753,0,0,276,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,005,12,34,257,5,4,6,22,43,407,0,0,53,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,006,20,38,195,0,0,2,0,0,337,0,0,51,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,007,0,0,106,0,0,0,0,18,107,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,008,2,17,117,1,0,0,8,0,141,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,04,009,0,0,1895,0,0,17,0,0,2928,0,0,278,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,002,0,50,3571,0,54,0,0,178,7406,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,003,0,55,1913,0,4,0,0,39,2052,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,004,0,23,3393,0,28,0,0,19,2683,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,006,0,12,1690,0,51,0,0,24,1687,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,007,0,16,584,0,8,0,0,15,917,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,009,0,21,1542,0,4,0,0,51,1958,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,010,0,62,1748,0,170,0,0,53,1109,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,011,0,0,1036,0,0,0,0,0,1115,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,014,0,0,643,0,0,0,0,6,1127,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,017,0,47,5283,0,37,0,0,93,5154,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,018,0,185,21456,0,571,0,0,141,11437,0,0,20,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,019,0,13,845,0,1,0,0,2,1307,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,020,0,87,4078,0,35,0,0,45,4038,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,021,0,0,584,0,0,0,0,0,449,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,022,0,22,1586,0,12,0,0,20,1715,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,024,0,45,2112,0,9,0,0,17,1736,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,025,0,120,8998,0,65,0,0,432,16780,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,027,0,52,4340,0,9,1,0,2,2097,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,028,0,61,5079,0,27,0,0,60,3883,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,030,0,966,59263,0,89,6,0,304,20073,0,0,61,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,031,0,33,1662,0,28,0,0,28,1341,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,032,0,65,4303,0,23,0,0,63,2835,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,033,0,24,2473,0,31,0,0,63,3180,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,035,0,971,54387,0,323,0,0,488,25494,0,0,88,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,038,0,14,449,0,10,0,0,3,600,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,05,999,0,14,2203,0,5,0,0,54,3213,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,001,0,53,798,0,15,1,0,31,1916,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,002,336,503,16941,7,255,54,319,129,11257,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,003,0,18,597,0,10,3,0,7,1068,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,004,0,27,486,0,7,1,0,9,985,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,005,0,58,965,0,12,3,0,9,2077,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,006,0,10,67,0,3,0,0,0,308,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,007,0,422,6174,0,152,23,0,87,5412,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,008,0,7,157,0,1,0,0,12,326,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,009,0,172,3546,0,49,12,0,36,5997,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,06,010,0,155,3814,0,37,8,0,46,2539,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,003,0,107,505,0,29,10,0,63,1408,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,009,0,60,925,0,10,5,0,43,1012,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,016,0,39,155,0,16,1,0,14,248,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,017,0,95,1260,0,21,11,0,75,1651,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,019,0,107,3487,0,96,10,0,273,3582,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,020,0,3,342,0,1,0,0,31,1020,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,021,0,52,301,0,21,1,0,70,477,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,027,0,73,2457,0,23,1,0,159,2290,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,034,0,17,455,0,19,0,0,238,802,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1994,07,040,0,82,1451,0,44,2,0,65,1644,0,0,0,Cifras Definitivas.
