PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,001,1092,727,30165,33,516,63,922,585,17301,42,0,2037,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,002,2,20,119,2,0,1,2,0,375,0,0,48,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,003,4,39,376,0,0,1,12,1,1124,0,0,43,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,004,1,7,84,0,0,0,4,0,144,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,005,3,9,250,0,11,1,3,0,540,0,0,71,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,006,14,36,450,2,0,1,23,0,460,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,007,3,23,327,0,0,2,7,0,567,0,0,28,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,008,2,21,50,0,0,0,3,0,76,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,01,009,0,32,40,0,0,1,7,0,195,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,02,001,54,220,72269,0,142,0,36,344,19274,7,0,175,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,02,002,725,469,102531,0,391,0,62,385,54328,12,0,1600,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,02,003,7,50,41241,0,12,0,0,109,5094,0,0,34,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,02,004,315,2200,139384,0,589,0,107,804,35782,35,0,837,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,03,001,27,146,6184,27,32,0,146,17,7111,0,0,88,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,03,002,17,121,1928,0,16,0,8,26,2828,0,0,30,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,03,003,431,519,19170,20,220,16,795,368,11766,11,50,287,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1983,03,008,8,176,1948,0,2,0,22,61,1966,0,0,32,Cifras Definitivas.
