"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","ORIGEN","ID_PAIS_ORIGEN","UNI_VEH"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Acura","ILX","Automóviles","De Lujo","IMPORTADO",66,7
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Acura","Mdx","Camiones ligeros","SUV's","IMPORTADO",40,21
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Acura","NSX","Automóviles","Deportivos","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Acura","Rdx","Camiones ligeros","SUV's","IMPORTADO",66,109
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Acura","TLX","Automóviles","De Lujo","IMPORTADO",66,21
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Alfa Romeo","Alfa Romeo Giulietta Progression Manual","Automóviles","Deportivos","IMPORTADO",124,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Alfa Romeo","Alfa Romeo Mito Quadrifoglio Verde Manual","Automóviles","Deportivos","IMPORTADO",124,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Alfa Romeo","Giulia","Automóviles","De Lujo","IMPORTADO",124,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Alfa Romeo","Stelvio","Automóviles","De Lujo","IMPORTADO",124,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Alfa Romeo","4C","Automóviles","De Lujo","IMPORTADO",124,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A1","Automóviles","De Lujo","IMPORTADO",4,27
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A3","Automóviles","De Lujo","IMPORTADO",31,269
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A4","Automóviles","De Lujo","IMPORTADO",4,40
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A5","Automóviles","De Lujo","IMPORTADO",4,98
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A6","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A7","Automóviles","De Lujo","IMPORTADO",4,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","A8","Automóviles","De Lujo","IMPORTADO",4,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","Q2","Automóviles","De Lujo","IMPORTADO",62,156
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","Q3","Automóviles","De Lujo","IMPORTADO",94,13
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","Q5","Camiones ligeros","SUV's","NACIONAL",1,179
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","Q7","Camiones ligeros","SUV's","IMPORTADO",4,31
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","R8","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Audi","TT Coupe","Automóviles","De Lujo","IMPORTADO",94,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Bentley","Bentayga","Automóviles","De Lujo","IMPORTADO",181,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Bentley","Continental GT","Automóviles","De Lujo","IMPORTADO",181,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Bentley","Continental GTC","Automóviles","De Lujo","IMPORTADO",181,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Bentley","Flying Spur","Automóviles","De Lujo","IMPORTADO",181,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Bentley","Mulsanne","Automóviles","De Lujo","IMPORTADO",181,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","i3","Automóviles","De Lujo","IMPORTADO",4,7
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","i8","Automóviles","Deportivos","IMPORTADO",4,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 1 Hatch","Automóviles","De Lujo","IMPORTADO",4,154
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 2","Automóviles","De Lujo","IMPORTADO",4,85
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 3","Automóviles","De Lujo","IMPORTADO",4,264
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 4","Automóviles","De Lujo","IMPORTADO",4,103
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 5","Automóviles","De Lujo","IMPORTADO",4,42
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 6","Automóviles","De Lujo","IMPORTADO",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","Serie 7","Automóviles","De Lujo","IMPORTADO",4,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","X1","Camiones ligeros","SUV's","IMPORTADO",4,293
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","X2","Camiones ligeros","SUV's","IMPORTADO",4,172
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","X3","Camiones ligeros","SUV's","IMPORTADO",66,164
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","X4","Camiones ligeros","SUV's","IMPORTADO",66,52
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","X5","Camiones ligeros","SUV's","IMPORTADO",66,266
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","BMW","X6","Camiones ligeros","SUV's","IMPORTADO",66,44
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Attitude","Automóviles","Subcompactos","IMPORTADO",214,1411
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Challenger","Automóviles","Deportivos","IMPORTADO",40,47
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Charger","Automóviles","De Lujo","IMPORTADO",40,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Cherokee","Camiones ligeros","SUV's","IMPORTADO",66,33
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Chrysler Pacifica","Camiones ligeros","Minivans","IMPORTADO",40,48
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Chrysler 200","Automóviles","De Lujo","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Chrysler 300","Automóviles","De Lujo","IMPORTADO",40,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","CHRYSLER 300C","Automóviles","De Lujo","IMPORTADO",40,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups","NACIONAL",1,328
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Dodge Neon","Automóviles","Compactos","IMPORTADO",227,69
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Durango","Camiones ligeros","SUV's","IMPORTADO",66,27
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Grand Caravan","Camiones ligeros","Minivans","IMPORTADO",40,54
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Grand Cherokee","Camiones ligeros","SUV's","IMPORTADO",66,281
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Jeep Compass","Camiones ligeros","SUV's","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's","NACIONAL",1,230
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Journey","Camiones ligeros","SUV's","NACIONAL",1,193
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Patriot","Camiones ligeros","SUV's","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Promaster","Camiones ligeros","SUV's","NACIONAL",1,14
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Promaster Rapid","Camiones ligeros","Pick Ups","IMPORTADO",31,382
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups","NACIONAL",1,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups","NACIONAL",1,43
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups","NACIONAL",1,20
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","RAM 4000 Diesel","Camiones ligeros","Pick Ups","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","RAM 700","Camiones ligeros","Pick Ups","IMPORTADO",31,762
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Renegade","Camiones ligeros","SUV's","IMPORTADO",31,189
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Viper","Automóviles","Deportivos","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Vision","Automóviles","Subcompactos","IMPORTADO",31,29
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Voyager Town&Country LTD","Camiones ligeros","Minivans","IMPORTADO",40,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Voyager Town&Country LX","Camiones ligeros","Minivans","IMPORTADO",40,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Chrysler","Wrangler","Camiones ligeros","SUV's","IMPORTADO",66,217
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Ducato","Camiones ligeros","Pick Ups","IMPORTADO",124,56
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Fiat 500","Automóviles","Subcompactos","IMPORTADO",124,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Fiat 500-","Automóviles","Subcompactos","NACIONAL",1,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Mobi","Automóviles","Subcompactos","IMPORTADO",31,377
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Nuevo Palio","Automóviles","Compactos","IMPORTADO",31,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Palio Adventure","Automóviles","Subcompactos","IMPORTADO",31,86
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","Uno","Automóviles","Subcompactos","IMPORTADO",31,349
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","124 Spider","Automóviles","De Lujo","IMPORTADO",126,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","500L","Automóviles","Compactos","IMPORTADO",200,5
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Fiat","500X","Automóviles","Deportivos","IMPORTADO",124,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Ford Motor","Club Wagon","Camiones ligeros","Minivans","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Ford Motor","Crown Victoria / Police Interceptor","Automóviles","De Lujo","IMPORTADO",40,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Ford Motor","Econoline","Camiones ligeros","Minivans","IMPORTADO",66,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Ford Motor","Ecosport","Camiones ligeros","SUV's","IMPORTADO",31,461
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Venta de vehículos ","Nacional",2019,"01","Ford Motor","Edge","Camiones ligeros","SUV's","IMPORTADO",40,81
