"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","ID_PAIS_DESTINO","UNI_VEH"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",4,3304
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",12,19
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",16,41
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",31,92
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",40,690
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",42,12
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",46,8
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",57,6
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",66,3143
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",90,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",123,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",126,115
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",165,11
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",167,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",187,4
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",210,50
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Audi","Q5","Camiones ligeros","SUV's",219,1
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","BMW Group","Serie 3","Automóviles","De Lujo",66,2155
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",4,619
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",6,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",10,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",11,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",17,67
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",20,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",23,2
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",27,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",33,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",40,86
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",46,19
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",48,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",51,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",54,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2020,"01","Chrysler","Jeep Compass-","Camiones ligeros","SUV's",57,0
