"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","ID_PAIS_DESTINO","UNI_VEH"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",40,1361
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",66,4051
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","Crew Cab-","Camiones ligeros","Pick Ups",999,122
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","Journey","Camiones ligeros","SUV's",40,2500
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","Journey","Camiones ligeros","SUV's",66,5226
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","Journey","Camiones ligeros","SUV's",999,1277
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",12,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",40,310
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",66,2355
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",999,77
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",40,94
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",66,331
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",999,3
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",12,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",31,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",42,56
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",46,246
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Ford Motor","Fiesta NA Sedan","Automóviles","Subcompactos",66,10463
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2011,"01","Ford Motor","Fusion","Automóviles","Compactos",31,10
