"PROD_EST","COBERTURA","ANIO","ID_MES","MARCA","MODELO","TIPO","SEGMENTO","ID_PAIS_DESTINO","UNI_VEH"
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","PT Cruiser","Automóviles","Compactos",4,2312
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","PT Cruiser","Automóviles","Compactos",40,725
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","PT Cruiser","Automóviles","Compactos",66,8279
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",4,7
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",40,61
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 1500-","Camiones ligeros","Pick Ups",66,1906
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",4,128
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",12,75
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",40,197
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 2500-","Camiones ligeros","Pick Ups",66,2241
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",4,0
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",40,265
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Chrysler","RAM 4000","Camiones ligeros","Pick Ups",66,2060
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Ford Motor","F 250","Camiones ligeros","Pick Ups",66,124
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Ford Motor","Fusion","Automóviles","Compactos",66,13408
"Registro Administrativo de la Industria Automotriz de Vehículos Ligeros. Exportación de vehículos","Nacional",2006,"01","Ford Motor","H - 215","Camiones ligeros","Pick Ups",66,791
