PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,001,1193,1759,55982,37,619,158,855,831,33381,38,12,1061,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,002,2,43,313,0,6,0,2,30,1134,0,0,31,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,003,2,70,1015,0,20,2,12,36,3556,0,0,53,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,004,1,16,154,0,1,0,4,20,503,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,005,4,15,803,0,38,7,3,24,1717,0,0,45,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,006,5,54,861,0,15,3,16,30,1215,0,0,37,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,007,3,32,766,0,7,2,5,35,1550,0,0,53,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,008,2,19,90,0,6,0,0,15,313,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,009,1,31,177,0,0,1,6,24,705,0,0,10,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,010,0,0,40,0,0,0,0,1,74,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,01,011,0,0,47,0,0,0,0,0,111,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,02,001,105,367,77815,0,302,0,85,556,27822,8,0,313,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,02,002,1073,1124,151899,46,683,85,215,1135,64248,32,0,3361,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,02,003,45,127,36358,0,39,0,31,226,6567,0,0,134,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,02,004,677,4768,161576,12,1102,58,304,1700,44365,49,0,2407,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,03,001,74,375,4117,17,108,1,64,123,3876,0,0,97,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,03,002,93,373,7528,27,94,10,196,397,9261,0,0,124,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,03,003,20,219,2262,12,81,1,19,88,3632,0,0,60,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,03,008,474,753,29530,38,451,84,914,480,14005,23,52,741,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,04,001,30,51,560,10,33,4,21,32,349,8,0,159,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,04,002,208,382,20402,0,110,66,107,335,11627,10,0,3259,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,04,003,0,1345,13793,0,84,33,0,465,12478,0,0,6512,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1992,04,004,30,50,2983,4,134,6,19,45,3540,0,0,236,Cifras Definitivas.
