PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,001,1026,5650,243747,0,1444,378,842,1099,91331,47,4,23434,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,002,4,29,2858,1,1,10,19,17,3886,2,0,513,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,003,4,189,7373,0,1,2,13,4,10695,2,0,318,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,004,3,16,1198,0,0,3,10,0,1502,0,0,272,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,005,11,113,14803,0,40,51,47,12,9707,10,0,1564,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,006,6,111,6306,0,5,14,21,21,4239,5,0,806,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,007,10,80,6043,0,4,31,19,13,5968,3,0,1823,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,008,5,26,761,0,0,2,5,3,1425,0,0,74,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,009,4,37,1532,0,0,0,20,0,2492,0,0,236,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,010,10,21,1633,0,0,0,21,0,2497,0,0,181,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,01,011,13,35,5477,0,0,17,42,6,4053,2,0,428,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,02,001,0,283,91776,0,554,664,0,234,35730,0,0,764,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,02,002,0,394,268955,0,865,420,0,471,73091,0,0,3423,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,02,003,0,61,29153,0,93,163,0,65,12072,0,0,425,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2013,02,004,0,1642,390800,0,1564,502,0,1411,114680,0,0,6690,Cifras Definitivas.
