PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,001,1336,4688,214313,4,1408,370,1153,1118,86136,249,1,12449,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,002,5,23,2545,1,1,11,32,16,3688,6,0,73,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,003,5,143,6669,0,1,3,21,4,10662,2,0,142,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,004,3,15,1028,0,0,4,15,0,1386,0,0,24,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,005,13,68,11800,0,49,58,52,12,8979,13,0,585,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,006,14,91,5514,0,4,14,36,20,3969,11,0,480,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,007,11,71,5268,0,3,32,23,12,5754,6,0,478,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,008,5,18,673,0,0,1,8,3,1332,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,009,4,31,1381,0,0,2,21,0,2420,0,0,47,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,010,9,11,1493,0,0,0,21,0,2512,0,0,22,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,01,011,9,27,4592,0,0,16,44,7,3783,4,0,164,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,02,001,0,668,131304,0,1212,1576,0,0,52615,0,0,812,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,02,002,0,2033,381479,0,520,1763,0,926,112893,0,0,3222,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,02,003,0,142,35843,0,66,288,0,0,16379,0,0,408,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,02,004,0,9199,493840,0,4218,2612,0,201,171243,0,0,5404,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,02,005,0,1278,29543,0,251,94,0,0,13607,0,0,300,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,03,001,0,566,37863,0,146,101,40,1528,30911,5,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,03,002,73,149,10058,31,0,29,79,116,7314,1,0,54,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,03,003,0,1353,134233,0,433,700,0,1263,47720,0,0,2922,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,03,008,234,2243,109155,126,355,155,252,618,67088,12,680,2905,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,2009,03,009,13,154,4776,37,14,2,9,108,3681,6,13,48,Cifras Definitivas.
