PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,001,1040,685,29801,24,348,51,253,397,18377,26,0,2951,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,002,2,20,158,2,0,0,2,0,198,0,0,181,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,003,4,62,499,0,69,0,4,20,1086,10,0,106,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,004,1,6,55,0,0,0,4,0,153,0,0,49,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,005,3,4,118,2,9,2,2,0,155,0,0,90,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,006,140,24,1186,8,14,8,55,25,207,1,0,64,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,007,1,12,231,0,6,0,9,0,204,0,0,68,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,008,0,15,42,0,6,0,3,0,40,0,0,18,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,01,009,0,32,26,2,2,0,4,0,106,0,0,52,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,02,001,54,157,65043,0,104,0,0,335,14832,0,0,160,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,02,002,725,469,92278,0,378,0,0,375,46290,0,0,1500,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,02,003,7,50,39981,0,9,0,0,104,5114,0,0,26,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,02,004,128,1600,129041,0,482,0,0,783,30008,0,0,550,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,03,001,26,137,5812,20,43,0,138,15,6712,6,0,85,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,03,002,17,140,1795,0,24,0,6,28,2627,0,0,37,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,03,003,455,470,18778,2,130,15,720,344,11425,10,0,205,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,03,008,8,128,1721,0,3,0,22,56,1817,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,001,1,39,248,23,2,3,3,15,107,1,0,70,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,002,197,188,9205,0,70,31,102,145,6899,0,0,1761,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,003,37,241,6723,2,17,5,16,157,4672,4,25,2525,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,004,5,12,481,1,92,0,0,0,548,0,0,91,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,005,33,0,123,3,0,0,20,0,157,15,0,18,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,006,3,2,101,0,0,1,1,0,256,0,0,78,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1982,04,007,0,9,28,0,103,7,0,10,70,0,0,3,Cifras Definitivas.
