PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,001,1105,747,30263,33,516,71,948,590,18231,34,0,2032,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,002,2,23,123,1,0,2,2,0,395,0,0,49,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,003,4,44,399,0,0,1,12,1,1155,0,0,45,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,004,1,9,91,0,0,0,4,0,154,0,0,8,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,005,3,11,262,0,11,1,3,0,560,0,0,76,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,006,14,40,470,0,2,1,23,0,480,0,0,18,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,007,3,27,345,0,0,2,7,0,593,0,0,30,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,008,2,25,58,0,0,0,3,0,86,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,01,009,0,34,48,0,0,1,7,0,207,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,02,001,56,227,74437,0,146,0,37,354,19852,7,0,180,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,02,002,746,483,105607,0,402,0,64,396,55958,12,0,1648,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,02,003,7,51,42478,0,12,0,0,112,5247,0,0,35,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,02,004,324,2266,143565,0,607,0,110,828,36855,36,0,862,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,03,001,27,160,6302,17,32,0,146,19,6940,0,0,90,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,03,002,25,132,2110,0,10,0,9,30,3018,0,0,35,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,03,003,440,522,20730,22,118,23,1154,353,9606,19,50,343,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,03,008,39,178,2615,2,4,0,33,61,2444,0,0,34,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,001,41,39,355,23,3,4,15,15,165,1,0,105,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,002,208,205,10089,0,66,48,107,152,7768,0,0,2277,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,003,0,471,5871,0,40,0,0,281,4811,0,0,3308,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,004,21,13,2181,2,103,5,16,0,3563,0,0,181,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,005,39,9,177,3,0,2,29,7,184,11,0,36,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,006,2,8,189,0,2,0,4,0,365,0,0,35,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,007,4,17,140,14,117,0,1,5,272,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,04,008,0,2,53,2,0,0,3,0,60,0,0,7,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,002,30,109,6382,0,22,0,0,100,2981,0,0,53,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,003,5,48,1117,0,5,0,2,0,865,0,0,6,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,010,3,73,3424,1,0,0,6,53,2088,0,0,300,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,017,61,67,978,0,3,0,0,0,1769,0,0,40,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,018,2,277,15288,0,196,24,0,270,10620,0,0,120,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,020,3,154,1969,1,20,0,5,169,2867,0,0,98,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,025,5,164,19602,0,22,0,0,65,1796,0,0,200,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,028,0,58,5116,0,26,0,0,10,5489,0,0,48,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,030,197,1206,38879,0,400,66,0,312,18729,0,0,2117,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,032,0,72,2581,0,27,3,0,149,1636,0,0,120,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,033,0,66,3903,0,124,0,0,148,3618,0,0,243,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,035,0,1777,31059,0,649,84,0,597,16383,0,0,3152,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,05,999,25,314,13550,5,185,55,12,192,9333,4,0,463,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,001,0,99,1340,0,33,2,0,119,1419,0,0,284,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,002,0,567,27821,0,326,209,0,578,20139,0,0,5792,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,003,0,17,468,0,23,5,0,10,956,0,0,53,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,004,0,61,403,0,12,0,0,9,648,0,0,94,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,005,0,102,1030,0,9,5,0,19,1769,0,0,85,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,006,0,15,66,0,6,0,0,0,220,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,007,0,510,6255,0,129,57,0,408,6537,0,0,2412,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,008,0,8,114,0,11,0,0,20,227,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,009,0,265,4785,0,101,10,0,122,8946,0,0,1710,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,06,010,0,65,1333,0,91,3,0,54,1466,0,0,497,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,07,009,0,36,780,0,7,0,0,31,728,0,0,16,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,07,017,0,42,597,0,13,0,0,22,827,0,0,49,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,07,019,0,47,1889,0,45,0,0,14,1297,0,0,36,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,07,027,6,63,663,0,10,0,0,110,875,0,0,110,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1984,07,040,0,43,1112,0,92,0,0,63,1343,0,0,89,Cifras Definitivas.
