PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,001,857,519,26854,23,306,38,235,382,18176,19,0,3864,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,002,3,14,155,3,0,0,3,0,206,0,0,175,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,003,2,62,485,0,68,0,4,20,780,10,0,102,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,004,1,5,52,0,0,0,4,0,152,0,0,49,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,005,3,6,112,2,16,16,0,0,155,0,0,80,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,006,100,20,880,2,8,0,50,0,160,1,0,59,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,007,1,12,175,0,6,0,9,0,156,0,0,52,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,008,0,14,38,0,6,0,5,0,38,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,01,009,0,32,26,2,2,0,4,0,106,0,0,52,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,02,001,54,157,63223,0,104,0,212,329,13349,0,0,160,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,02,002,725,469,85819,0,378,0,0,350,41683,0,0,1500,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,02,003,7,50,37358,0,9,0,38,98,4757,0,0,26,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1981,02,004,128,1000,110276,0,482,0,313,702,27116,0,0,550,Cifras Definitivas.
