PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,001,0,2069,74197,0,631,249,86,303,39005,0,0,4968,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,002,0,8,460,0,4,0,1,0,1437,0,0,11,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,003,0,65,1838,0,28,5,5,0,5011,0,0,48,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,004,0,3,242,0,0,3,0,0,688,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,005,0,42,2647,0,110,21,0,0,4653,0,0,140,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,006,0,52,2574,0,39,9,6,8,3311,0,0,59,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,007,0,60,2552,0,4,10,0,1,4196,0,0,38,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,008,0,11,153,0,0,2,0,0,413,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,009,0,14,273,0,0,0,0,2,0,0,0,5,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,010,0,0,430,0,0,4,0,0,1433,0,0,3,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,01,011,0,24,721,0,11,21,0,0,1162,0,0,23,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,02,001,0,0,60139,0,0,216,0,0,28603,0,0,540,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,02,002,0,0,159432,0,0,402,0,0,67629,0,0,1024,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,02,003,0,0,12635,0,0,149,0,0,9278,0,0,123,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,02,004,0,0,206201,0,0,292,0,0,86508,0,0,911,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,03,001,16,115,6159,0,10,0,0,80,6819,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,03,002,33,94,7351,0,11,3,0,73,8752,2,0,3,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,03,003,332,890,34740,16,23,53,529,494,18771,35,0,317,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,03,008,61,758,9451,2,21,15,41,114,5860,3,165,88,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,03,009,30,0,1665,3,1,1,0,28,436,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,001,9,32,638,1,4,2,10,6,300,2,0,197,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,002,208,382,22715,0,110,80,107,335,30591,0,0,5324,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,003,0,353,8365,0,27,45,0,69,3979,0,0,2700,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,004,0,0,1417,0,0,35,0,0,1816,0,0,400,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,005,34,0,172,6,4,6,29,0,424,0,0,18,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,006,0,0,160,0,0,2,0,0,342,0,0,54,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,007,0,0,51,0,0,0,0,0,32,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,008,2,0,127,1,0,0,9,0,349,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,04,009,0,0,1961,0,0,0,0,38,3223,0,0,334,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,002,0,130,7635,0,106,301,0,0,3563,0,0,3,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,003,0,0,1857,0,34,0,0,0,1899,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,004,0,1,2138,0,25,0,0,0,2167,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,006,0,0,1539,0,39,0,0,0,1502,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,007,0,0,536,0,0,0,0,0,820,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,009,0,1,1643,0,0,0,0,0,1778,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,010,0,0,2808,0,0,0,0,0,1794,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,011,0,0,914,0,0,0,0,0,1002,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,014,0,0,472,0,0,6,0,0,763,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,017,0,0,2656,0,0,1,0,0,3425,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,018,0,0,22285,0,4,3,0,0,11695,0,0,39,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,019,0,0,656,0,0,0,0,0,986,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,020,0,3,4132,0,1,0,0,0,4129,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,021,0,0,549,0,0,0,0,0,426,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,022,0,1,1623,0,0,3,0,0,1456,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,024,0,0,2083,0,0,0,0,0,1469,0,0,6,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,025,0,0,18549,0,0,208,0,0,7828,0,0,15,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,027,0,3,4323,0,10,4,0,0,2097,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,028,0,0,5050,0,4,0,0,0,3778,0,0,4,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,030,0,1015,58716,0,1070,37,0,0,25576,0,0,143,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,031,0,0,1652,0,0,0,0,0,1308,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,032,0,0,4499,0,0,2,0,0,2854,0,0,1,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,033,0,0,2856,0,0,0,0,0,3580,0,0,2,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,035,0,3,55356,0,18,30,0,0,25116,0,0,236,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,038,0,0,644,0,0,0,0,0,961,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,05,999,0,0,2218,0,0,0,0,0,3551,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,001,363,51,854,0,16,2,328,30,2008,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,002,0,512,17666,7,266,61,0,127,11602,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,003,0,17,625,0,10,3,0,8,1105,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,004,0,26,505,0,7,1,0,10,2055,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,005,0,60,1023,0,10,3,0,8,2155,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,006,0,10,72,0,3,0,0,0,337,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,007,0,414,6601,0,162,25,0,91,5626,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,008,2,7,180,0,1,0,0,11,354,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,009,0,175,3670,0,48,13,0,37,6226,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,06,010,2,158,4100,0,41,10,2,49,2715,0,0,0,Cifras Definitivas.
Vehículos de motor registrados en circulación. Anual,Municipal,1995,07,003,0,99,612,0,41,7,0,54,1528,0,0,0,Cifras Definitivas.
